,id,title,release_date,vote_average,vote_count,year,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,imdb_score
30556,47933,Independence Day: Resurgence,2016-06-22,4.9,2550.0,2016.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.206528103044497
30557,188927,Star Trek Beyond,2016-07-07,6.6,2636.0,2016.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.627076120626821
30690,214756,Ted 2,2015-06-25,6.2,2524.0,2015.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.294216506046864
30700,211672,Minions,2015-06-17,6.4,4729.0,2015.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.435362538589733
30759,105864,The Good Dinosaur,2015-11-14,6.6,1782.0,2015.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.637208901965694
30760,261023,Black Mass,2015-09-04,6.3,1262.0,2015.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.433320496189395
30761,206647,Spectre,2015-10-26,6.3,4552.0,2015.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.346498557855447
30942,321697,Steve Jobs,2015-10-09,6.8,1608.0,2015.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.792841894822445
30958,296099,Vacation,2015-07-28,6.1,1218.0,2015.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.294942208548147
31072,209112,Batman v Superman: Dawn of Justice,2016-03-23,5.7,7189.0,2016.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.769568307229251
31390,278927,The Jungle Book,2016-04-07,6.7,2977.0,2016.0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6.710040470027527
31444,203801,The Man from U.N.C.L.E.,2015-08-13,7.1,2306.0,2015.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.041165614499542
31484,285783,The Walk,2015-09-30,6.9,1151.0,2015.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.860575841481355
31865,281957,The Revenant,2015-12-25,7.3,6558.0,2015.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7.262441302675788
31953,307081,Southpaw,2015-06-15,7.3,2112.0,2015.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.198510993218115
31954,273481,Sicario,2015-09-17,7.2,2465.0,2015.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7.127457239219465
32117,257211,The Intern,2015-09-24,7.1,1926.0,2015.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0319500058885875
32144,264644,Room,2015-10-16,8.1,2838.0,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.90075216125995
32174,328425,The Gift,2015-07-30,6.7,1077.0,2015.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.722137421867924
32182,310131,The Witch,2016-02-19,6.3,1471.0,2016.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,6.419183518156121
32304,298312,The Visit,2015-09-10,6.0,1405.0,2015.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.20205286839145
32370,261392,American Ultra,2015-08-19,6.0,1099.0,2015.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.240719646207452
32372,277216,Straight Outta Compton,2015-08-13,7.7,1381.0,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7.452743601427812
32459,274479,Joy,2015-12-24,6.4,1619.0,2015.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.487263196925774
32757,306819,The Danish Girl,2015-11-27,7.4,1689.0,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.256057886836782
33022,253412,Everest,2015-09-10,6.7,1805.0,2015.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.71514564611094
33041,314365,Spotlight,2015-11-06,7.8,2751.0,2015.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,7.641559739860263
33246,159824,Hotel Transylvania 2,2015-09-21,6.7,1528.0,2015.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7172143561566635
33356,297762,Wonder Woman,2017-05-30,7.2,5025.0,2017.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.161069812540401
33361,339988,The Circle,2017-04-27,5.4,1015.0,2017.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5.852086280056577
33369,296098,Bridge of Spies,2015-10-15,7.2,2633.0,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.131347179791163
33533,270487,"Hail, Caesar!",2016-02-05,5.7,1338.0,2016.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,5.991028680242499
33833,257445,Goosebumps,2015-08-05,6.2,1022.0,2015.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.387194950253425
34502,312221,Creed,2015-11-25,7.3,1963.0,2015.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.192371382170408
34978,299687,The 5th Wave,2016-01-14,5.6,1993.0,2016.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.834621225144691
35110,318846,The Big Short,2015-12-11,7.3,2679.0,2015.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.216612366871882
35249,259694,How to Be Single,2016-01-21,5.9,1225.0,2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.152122153209111
35353,340666,Nocturnal Animals,2016-11-04,7.2,1990.0,2016.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,7.113618760757316
35387,140300,Kung Fu Panda 3,2016-01-23,6.7,1630.0,2016.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.7163900067069084
36087,321258,The Boy,2016-01-22,5.8,1133.0,2016.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,6.096944711748755
36133,291870,Dirty Grandpa,2016-01-21,5.7,1429.0,2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.977299489002444
36223,296096,Me Before You,2016-06-02,7.6,2674.0,2016.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.469222027185165
36245,205584,Gods of Egypt,2016-02-25,5.2,1303.0,2016.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.635335948023136
36251,333371,10 Cloverfield Lane,2016-03-10,6.8,2537.0,2016.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6.795031516063785
36252,267860,London Has Fallen,2016-03-02,5.8,1656.0,2016.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.024912205141797
36253,269149,Zootopia,2016-02-11,7.7,4961.0,2016.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6148344102336045
37926,290595,The Huntsman: Winter's War,2016-04-06,6.0,1575.0,2016.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.185499139414802
37927,325133,Neighbors 2: Sorority Rising,2016-05-04,5.6,1490.0,2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8939249820531225
38140,303858,Money Monster,2016-05-12,6.5,1096.0,2016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.58453052273541
38176,127380,Finding Dory,2016-06-16,6.8,4333.0,2016.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.796877863497975
38196,153518,The Angry Birds Movie,2016-05-11,5.9,1048.0,2016.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.180950073827981
38305,302401,Snowden,2016-09-15,7.0,1285.0,2016.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.935524209683874
38501,290250,The Nice Guys,2016-05-15,7.0,2382.0,2016.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.960066174283731
38607,332567,The Shallows,2016-06-24,6.2,1619.0,2016.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,6.334455268657723
38727,241259,Alice Through the Looking Glass,2016-05-25,6.5,1782.0,2016.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.559119506698385
38735,267935,The BFG,2016-06-01,6.0,1026.0,2016.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6.252235068339262
38753,223702,Sausage Party,2016-07-11,5.6,2310.0,2016.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.808153279105237
38798,334533,Captain Fantastic,2016-07-02,7.9,1569.0,2016.0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.62687806393703
38850,291805,Now You See Me 2,2016-06-02,6.7,3362.0,2016.0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6.709039542797958
39097,259693,The Conjuring 2,2016-05-13,7.0,2018.0,2016.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6.954293373425621
39149,43074,Ghostbusters,2016-07-14,5.3,2203.0,2016.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.5718870567094765
39224,302699,Central Intelligence,2016-06-15,6.2,1699.0,2016.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.329563762749302
39287,324668,Jason Bourne,2016-07-27,5.9,2386.0,2016.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.050696713196714
39331,258489,The Legend of Tarzan,2016-06-29,5.5,2488.0,2016.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.712486852170588
39332,316727,The Purge: Election Year,2016-06-29,6.1,1356.0,2016.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.280447583128079
39334,278154,Ice Age: Collision Course,2016-06-23,5.6,1170.0,2016.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.950245936698032
39335,345911,Lights Out,2016-07-21,6.3,1174.0,2016.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.440328981054788
39463,328387,Nerve,2016-07-27,7.1,2262.0,2016.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.040228354194682
39475,363676,Sully,2016-09-07,7.0,2106.0,2016.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.955836805174871
39539,308266,War Dogs,2016-08-17,6.8,1392.0,2016.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.792024690425854
39662,376659,Bad Moms,2016-07-28,6.3,1287.0,2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.431455352146454
39663,338766,Hell or High Water,2016-08-12,7.2,1304.0,2016.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,7.080770905923345
39688,300669,Don't Breathe,2016-08-25,6.7,1830.0,2016.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.714983139178418
39920,278924,Mechanic: Resurrection,2016-08-25,5.3,1236.0,2016.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.723335664911126
39932,333484,The Magnificent Seven,2016-09-14,5.9,2358.0,2016.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.052173098070579
39962,376867,Moonlight,2016-10-21,7.3,1831.0,2016.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.186276582705154
40024,296524,Deepwater Horizon,2016-09-29,6.5,1478.0,2016.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.568205618951322
40025,283366,Miss Peregrine's Home for Peculiar Children,2016-09-28,6.5,3213.0,2016.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.5363346927782695
40026,346685,The Girl on the Train,2016-10-05,6.2,1837.0,2016.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,6.3219130142429245
40028,302946,The Accountant,2016-10-14,6.9,2121.0,2016.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6.875166239712215
40251,372058,Your Name.,2016-08-26,8.5,1030.0,2016.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7.934582166199814
40416,324786,Hacksaw Ridge,2016-10-07,7.8,3294.0,2016.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,7.664235823480683
40596,258230,A Monster Calls,2016-10-07,6.8,1023.0,2016.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.790092392833692
40598,329865,Arrival,2016-11-10,7.2,5729.0,2016.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,7.165469692452355
40882,313369,La La Land,2016-11-29,7.9,4745.0,2016.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,7.792261337328068
40914,369885,Allied,2016-11-17,6.6,1415.0,2016.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,6.644339798582619
40951,207932,Inferno,2016-10-13,5.7,2316.0,2016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.88995408887987
40969,136799,Trolls,2016-10-13,6.7,1054.0,2016.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.722465067107925
41053,343611,Jack Reacher: Never Go Back,2016-10-19,5.3,1843.0,2016.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.613662276690446
41127,334541,Manchester by the Sea,2016-11-18,7.5,1553.0,2016.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.322167907591678
41128,334543,Lion,2016-11-24,8.0,1699.0,2016.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.720286818683817
41280,345920,Collateral Beauty,2016-12-06,6.9,1553.0,2016.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.868295525711503
41457,277834,Moana,2016-11-23,7.3,3471.0,2016.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.233243695362809
41489,330459,Rogue One: A Star Wars Story,2016-12-14,7.4,5111.0,2016.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7.343844361840263
41492,381288,Split,2016-11-15,7.0,4461.0,2016.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6.97680119215596
41502,346672,Underworld: Blood Wars,2016-11-28,5.2,1619.0,2016.0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5.570415627317468
41536,274870,Passengers,2016-12-21,6.7,4134.0,2016.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6.707533602564894
41540,381284,Hidden Figures,2016-12-10,7.8,2178.0,2016.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.607658967246346
41642,311324,The Great Wall,2016-12-16,5.8,1465.0,2016.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.046773900399854
41680,356305,Why Him?,2016-12-22,6.3,1203.0,2016.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.437939350725611
41688,335797,Sing,2016-11-23,6.8,2363.0,2016.0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,6.794729554413452
41809,121856,Assassin's Creed,2016-12-21,5.4,2776.0,2016.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.6090692046049195
41972,47971,xXx: Return of Xander Cage,2017-01-13,5.5,1497.0,2017.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.817932255526147
41976,324849,The Lego Batman Movie,2017-02-08,7.2,1473.0,2017.0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,7.090983636231989
42096,14564,Rings,2017-02-01,4.8,1075.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5.425340136054421
42168,324552,John Wick: Chapter 2,2017-02-08,6.7,2924.0,2017.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.710195886181575
42169,419430,Get Out,2017-02-24,7.2,2978.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,7.138157192146553
42170,263115,Logan,2017-02-28,7.6,6310.0,2017.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7.539047094608769
42171,293167,Kong: Skull Island,2017-03-08,6.2,3161.0,2017.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6.277823194287276
42214,274857,King Arthur: Legend of the Sword,2017-04-27,6.5,1506.0,2017.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6.567253596353796
42222,321612,Beauty and the Beast,2017-03-16,6.8,5530.0,2017.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,6.797497630893154
42235,295693,The Boss Baby,2017-03-23,6.1,2336.0,2017.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.21809263550272
42271,173897,Resident Evil: The Final Chapter,2016-12-23,5.9,1139.0,2016.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,6.165351259478777
42309,315837,Ghost in the Shell,2017-03-29,5.9,2547.0,2017.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.042734070983169
42355,341174,Fifty Shades Darker,2017-02-08,6.0,2341.0,2017.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,6.1354842359330215
42853,395992,Life,2017-03-22,6.3,1959.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.395530994016151
42901,305470,Power Rangers,2017-03-23,6.3,1321.0,2017.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6.429000941397976
42902,126889,Alien: Covenant,2017-05-09,5.7,2677.0,2017.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,5.868369755834345
43231,339846,Baywatch,2017-05-12,6.1,1829.0,2017.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.243800220818254
43238,282035,The Mummy,2017-06-06,5.4,2122.0,2017.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.661216900948022
43255,337339,The Fate of the Furious,2017-04-12,6.8,3803.0,2017.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6.796493310315062
43644,339403,Baby Driver,2017-06-28,7.2,2083.0,2017.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.116728886676622
44009,324852,Despicable Me 3,2017-06-15,6.2,2002.0,2017.0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6.313873187164554
44274,281338,War for the Planet of the Apes,2017-07-11,6.7,1675.0,2017.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,6.716050903119868
44678,374720,Dunkirk,2017-07-19,7.5,2712.0,2017.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,7.386335838818716
44842,335988,Transformers: The Last Knight,2017-06-21,6.2,1440.0,2017.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6.346861192930781
